SF_Id,Name,Object,Field,Before,After,Source,Action,Result,Error,Timestamp
a0BWR0000083yT82AI,AGR-0853,Agreement__c,*record*,"{""Name"": ""AGR-0853"", ""Opportunity__c"": ""006WR00000wkEalYAE"", ""Opportunity_Name"": ""The Banyans"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:35.901607
a0BWR0000083yT92AI,AGR-0854,Agreement__c,*record*,"{""Name"": ""AGR-0854"", ""Opportunity__c"": ""006WR00000wkEalYAE"", ""Opportunity_Name"": ""The Banyans"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:36.360457
a0BWR0000083yTB2AY,AGR-0856,Agreement__c,*record*,"{""Name"": ""AGR-0856"", ""Opportunity__c"": ""006WR00000wkEamYAE"", ""Opportunity_Name"": ""Topanga Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:36.704049
a0BWR0000083yTC2AY,AGR-0857,Agreement__c,*record*,"{""Name"": ""AGR-0857"", ""Opportunity__c"": ""006WR00000wkEamYAE"", ""Opportunity_Name"": ""Topanga Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:37.082743
a0BWR0000083yTE2AY,AGR-0859,Agreement__c,*record*,"{""Name"": ""AGR-0859"", ""Opportunity__c"": ""006WR00000wkEanYAE"", ""Opportunity_Name"": ""Topanga Terrace"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:37.576475
a0BWR0000083yTF2AY,AGR-0860,Agreement__c,*record*,"{""Name"": ""AGR-0860"", ""Opportunity__c"": ""006WR00000wkEanYAE"", ""Opportunity_Name"": ""Topanga Terrace"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:37.977209
a0BWR0000083yTH2AY,AGR-0862,Agreement__c,*record*,"{""Name"": ""AGR-0862"", ""Opportunity__c"": ""006WR00000wkEaoYAE"", ""Opportunity_Name"": ""Vista Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:38.424499
a0BWR0000083yTI2AY,AGR-0863,Agreement__c,*record*,"{""Name"": ""AGR-0863"", ""Opportunity__c"": ""006WR00000wkEaoYAE"", ""Opportunity_Name"": ""Vista Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:38.806217
a0BWR0000083yTK2AY,AGR-0865,Agreement__c,*record*,"{""Name"": ""AGR-0865"", ""Opportunity__c"": ""006WR00000wkEapYAE"", ""Opportunity_Name"": ""The Palms"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:39.151585
a0BWR0000083yTL2AY,AGR-0866,Agreement__c,*record*,"{""Name"": ""AGR-0866"", ""Opportunity__c"": ""006WR00000wkEapYAE"", ""Opportunity_Name"": ""The Palms"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:39.548650
a0BWR0000083yTV2AY,AGR-0876,Agreement__c,*record*,"{""Name"": ""AGR-0876"", ""Opportunity__c"": ""006WR00000wkEauYAE"", ""Opportunity_Name"": ""Hollypark Knolls Apartments"", ""Agreement_Type__c"": ""NEMA"", ""Status__c"": ""Paused""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:40.120336
a0BWR0000083yTW2AY,AGR-0877,Agreement__c,*record*,"{""Name"": ""AGR-0877"", ""Opportunity__c"": ""006WR00000wkEauYAE"", ""Opportunity_Name"": ""Hollypark Knolls Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:40.767646
a0BWR0000083yTY2AY,AGR-0879,Agreement__c,*record*,"{""Name"": ""AGR-0879"", ""Opportunity__c"": ""006WR00000wkEavYAE"", ""Opportunity_Name"": ""Saticoy Gardens"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:41.227185
a0BWR0000083yTZ2AY,AGR-0880,Agreement__c,*record*,"{""Name"": ""AGR-0880"", ""Opportunity__c"": ""006WR00000wkEavYAE"", ""Opportunity_Name"": ""Saticoy Gardens"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:41.611837
a0BWR0000083yTb2AI,AGR-0882,Agreement__c,*record*,"{""Name"": ""AGR-0882"", ""Opportunity__c"": ""006WR00000wkEawYAE"", ""Opportunity_Name"": ""Link Canvas (fka The George & The Leonard)"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:42.001764
a0BWR0000083yTc2AI,AGR-0883,Agreement__c,*record*,"{""Name"": ""AGR-0883"", ""Opportunity__c"": ""006WR00000wkEawYAE"", ""Opportunity_Name"": ""Link Canvas (fka The George & The Leonard)"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:42.394647
a0BWR0000083yTe2AI,AGR-0885,Agreement__c,*record*,"{""Name"": ""AGR-0885"", ""Opportunity__c"": ""006WR00000wkEaxYAE"", ""Opportunity_Name"": ""Link West End"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:42.934373
a0BWR0000083yTf2AI,AGR-0886,Agreement__c,*record*,"{""Name"": ""AGR-0886"", ""Opportunity__c"": ""006WR00000wkEaxYAE"", ""Opportunity_Name"": ""Link West End"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:43.348341
a0BWR0000083yTh2AI,AGR-0888,Agreement__c,*record*,"{""Name"": ""AGR-0888"", ""Opportunity__c"": ""006WR00000wkEayYAE"", ""Opportunity_Name"": ""Mississippi View"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:43.754362
a0BWR0000083yTi2AI,AGR-0889,Agreement__c,*record*,"{""Name"": ""AGR-0889"", ""Opportunity__c"": ""006WR00000wkEayYAE"", ""Opportunity_Name"": ""Mississippi View"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:44.146206
a0BWR0000083yUJ2AY,AGR-0926,Agreement__c,*record*,"{""Name"": ""AGR-0926"", ""Opportunity__c"": ""006WR00000wkEbIYAU"", ""Opportunity_Name"": ""First Casa De Marina"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:44.526674
a0BWR0000083yUK2AY,AGR-0927,Agreement__c,*record*,"{""Name"": ""AGR-0927"", ""Opportunity__c"": ""006WR00000wkEbIYAU"", ""Opportunity_Name"": ""First Casa De Marina"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:44.901397
a0BWR0000083yUM2AY,AGR-0929,Agreement__c,*record*,"{""Name"": ""AGR-0929"", ""Opportunity__c"": ""006WR00000wkEbJYAU"", ""Opportunity_Name"": ""Lombardi Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:45.451643
a0BWR0000083yUN2AY,AGR-0930,Agreement__c,*record*,"{""Name"": ""AGR-0930"", ""Opportunity__c"": ""006WR00000wkEbJYAU"", ""Opportunity_Name"": ""Lombardi Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:45.782160
a0BWR0000083yUP2AY,AGR-0932,Agreement__c,*record*,"{""Name"": ""AGR-0932"", ""Opportunity__c"": ""006WR00000wkEbKYAU"", ""Opportunity_Name"": ""The Meadows at Westlake Village"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:46.172114
a0BWR0000083yUQ2AY,AGR-0933,Agreement__c,*record*,"{""Name"": ""AGR-0933"", ""Opportunity__c"": ""006WR00000wkEbKYAU"", ""Opportunity_Name"": ""The Meadows at Westlake Village"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:46.560542
a0BWR0000083yUS2AY,AGR-0935,Agreement__c,*record*,"{""Name"": ""AGR-0935"", ""Opportunity__c"": ""006WR00000wkEbLYAU"", ""Opportunity_Name"": ""Brookside Terrace Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:46.928151
a0BWR0000083yUT2AY,AGR-0936,Agreement__c,*record*,"{""Name"": ""AGR-0936"", ""Opportunity__c"": ""006WR00000wkEbLYAU"", ""Opportunity_Name"": ""Brookside Terrace Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:47.284914
a0BWR0000083yUV2AY,AGR-0938,Agreement__c,*record*,"{""Name"": ""AGR-0938"", ""Opportunity__c"": ""006WR00000wkEbMYAU"", ""Opportunity_Name"": ""Gloria Homes"", ""Agreement_Type__c"": ""NEMA"", ""Status__c"": ""Paused""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:47.921994
a0BWR0000083yUW2AY,AGR-0939,Agreement__c,*record*,"{""Name"": ""AGR-0939"", ""Opportunity__c"": ""006WR00000wkEbMYAU"", ""Opportunity_Name"": ""Gloria Homes"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:48.294106
a0BWR0000083yUY2AY,AGR-0941,Agreement__c,*record*,"{""Name"": ""AGR-0941"", ""Opportunity__c"": ""006WR00000wkEbNYAU"", ""Opportunity_Name"": ""Parthenia Terrace"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:48.646536
a0BWR0000083yUZ2AY,AGR-0942,Agreement__c,*record*,"{""Name"": ""AGR-0942"", ""Opportunity__c"": ""006WR00000wkEbNYAU"", ""Opportunity_Name"": ""Parthenia Terrace"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:49.228221
a0BWR0000083yUi2AI,AGR-0951,Agreement__c,*record*,"{""Name"": ""AGR-0951"", ""Opportunity__c"": ""006WR00000wkEbVYAU"", ""Opportunity_Name"": ""CitiFront Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:49.701733
a0BWR0000083yUj2AI,AGR-0952,Agreement__c,*record*,"{""Name"": ""AGR-0952"", ""Opportunity__c"": ""006WR00000wkEbVYAU"", ""Opportunity_Name"": ""CitiFront Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:50.050869
a0BWR0000083yVe2AI,AGR-1009,Agreement__c,*record*,"{""Name"": ""AGR-1009"", ""Opportunity__c"": ""006WR00000wkEbqYAE"", ""Opportunity_Name"": ""Purgatory Creek Townhomes"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:50.448370
a0BWR0000083yVf2AI,AGR-1010,Agreement__c,*record*,"{""Name"": ""AGR-1010"", ""Opportunity__c"": ""006WR00000wkEbqYAE"", ""Opportunity_Name"": ""Purgatory Creek Townhomes"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:50.829144
a0BWR000008ZFsP2AW,AGR-1492,Agreement__c,*record*,"{""Name"": ""AGR-1492"", ""Opportunity__c"": ""006WR00000wkEc8YAE"", ""Opportunity_Name"": ""Bristol Square Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:51.201906
a0BWR000008ZFu12AG,AGR-1493,Agreement__c,*record*,"{""Name"": ""AGR-1493"", ""Opportunity__c"": ""006WR00000wkEcBYAU"", ""Opportunity_Name"": ""Heritage of Newark (FKA Newark Beach Estates)"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:51.558730
a0BWR000008ZFxF2AW,AGR-1495,Agreement__c,*record*,"{""Name"": ""AGR-1495"", ""Opportunity__c"": ""006WR00000wkEcDYAU"", ""Opportunity_Name"": ""The 1001 Apartments"", ""Agreement_Type__c"": ""EMA"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:52.010977
a0BWR000008ZIv72AG,AGR-1498,Agreement__c,*record*,"{""Name"": ""AGR-1498"", ""Opportunity__c"": ""006WR00000wkEbOYAU"", ""Opportunity_Name"": ""Patriot Place"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:52.478104
a0BWR000008ZIyL2AW,AGR-1500,Agreement__c,*record*,"{""Name"": ""AGR-1500"", ""Opportunity__c"": ""006WR00000wkEcAYAU"", ""Opportunity_Name"": ""Creekside Apartments"", ""Agreement_Type__c"": ""Bulk"", ""Status__c"": ""Review""}",deleted,TM_review_2026-05-04,Delete,OK,,2026-05-07T12:03:52.906856
